Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 0333,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-14 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0333,Sales order,Main
Order - 0334,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-14 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0334,Sales order,Main
Order - 0413,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-30 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0413,Sales order,Main
Order - 0414,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-30 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0414,Sales order,Main
Order - 0859,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-15 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0859,Sales order,Main
Order - 0860,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-15 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0860,Sales order,Main
Order - 1798,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-24 23:59:59.000,USER - 01037,Department 2177,Manual,Order - 1798,Sales order,Main
Order - 1799,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-24 23:59:59.000,USER - 01037,Department 2177,Manual,Order - 1799,Sales order,Main
Order - 1851,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-30 23:59:59.000,USER - 01037,Department 2177,Manual,Order - 1851,Sales order,Main
Order - 1809,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-28 23:59:59.000,USER - 01037,Department 2177,Manual,Order - 1809,Sales order,Main
Order - 0233,,,,,0,,,,,,Freight order is changed,2023-10-03 09:21:00.000,USER - 07901,Department 1776,Manual,FREIGHT - 00193,Freight order,Change
Order - 0223,,,,,0,,,,,,Freight order is changed,2023-09-18 10:40:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00186,Freight order,Change
Order - 0015,,,,,0,,,,,,Freight order is changed,2023-06-21 09:45:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00038,Freight order,Change
Order - 0015,,,,,0,,,,,,Freight order is changed,2023-07-07 13:09:00.000,USER - 03676,Department 751,Manual,FREIGHT - 00073,Freight order,Change
Order - 0025,,,,,0,,,,,,Invoice is changed,2023-05-31 13:28:00.000,USER - 04201,Department 1601,Manual,Invoice - 008,Invoice,Change
Order - 0259,,,,,0,,,,,,Invoice is changed,2023-10-27 11:35:00.000,USER - 08479,NULL,NULL,Invoice - 214,Invoice,Change
Order - 1696,CUST - 036,Customer 36,US,External,721.39,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 17:30:29.000,USER - 10897,Department 2178,Manual,Order - 1696,Sales order,Main
Order - 1695,CUST - 038,Customer 38,US,External,3098.96,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 17:23:41.000,USER - 10897,Department 2178,Manual,Order - 1695,Sales order,Main
Order - 1898,CUST - 034,Customer 34,US,External,337.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-11-12 20:44:08.000,USER - 10897,Department 2178,Manual,Order - 1898,Sales order,Main
Order - 1314,CUST - 029,Customer 29,PL,External,-145401,EUR,ST - Services / Tooling,Company 1,NULL,X,Create Sales Order,2024-06-27 15:44:07.000,USER - 10897,Department 2178,Manual,Order - 1314,Sales order,Main
Order - 1841,CUST - 037,Customer 37,US,External,524.07,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-30 18:01:17.000,USER - 10897,Department 2178,Manual,Order - 1841,Sales order,Main
Order - 0562,CUST - 043,Customer 43,HU,External,1078.87,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-20 13:52:33.000,USER - 10897,Department 2178,Manual,Order - 0562,Sales order,Main
Order - 0511,CUST - 043,Customer 43,HU,External,9941.93,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-19 10:50:31.000,USER - 10897,Department 2178,Manual,Order - 0511,Sales order,Main
Order - 0402,CUST - 043,Customer 43,HU,External,41137.96,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-29 14:47:25.000,USER - 10897,Department 2178,Manual,Order - 0402,Sales order,Main
Order - 0811,CUST - 029,Customer 29,PL,External,4700.15,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-29 15:06:25.000,USER - 10897,Department 2178,Manual,Order - 0811,Sales order,Main
Order - 1014,CUST - 010,Customer 10,DE,External,655.2,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-12 10:07:01.000,USER - 10897,Department 2178,Manual,Order - 1014,Sales order,Main
Order - 0859,CUST - 026,Customer 26,DE,External,40162.07,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-03-15 19:47:39.000,USER - 10897,Department 2178,Manual,Order - 0859,Sales order,Main
Order - 0860,CUST - 026,Customer 26,DE,External,43400.45,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-03-15 20:11:14.000,USER - 10897,Department 2178,Manual,Order - 0860,Sales order,Main
Order - 1578,CUST - 026,Customer 26,DE,External,33913.14,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-09-02 15:33:01.000,USER - 10897,Department 2178,Manual,Order - 1578,Sales order,Main
Order - 1580,CUST - 026,Customer 26,DE,External,36665.54,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-09-02 15:40:17.000,USER - 10897,Department 2178,Manual,Order - 1580,Sales order,Main
Order - 0694,CUST - 026,Customer 26,DE,External,42317.57,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-08 17:56:50.000,USER - 10897,Department 2178,Manual,Order - 0694,Sales order,Main
Order - 1573,CUST - 026,Customer 26,DE,External,38176.7,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-08-29 12:21:34.000,USER - 10897,Department 2178,Manual,Order - 1573,Sales order,Main
Order - 1068,CUST - 026,Customer 26,DE,External,38483.98,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-25 16:09:43.000,USER - 10897,Department 2178,Manual,Order - 1068,Sales order,Main
Order - 1069,CUST - 026,Customer 26,DE,External,35805.56,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-25 16:11:29.000,USER - 10897,Department 2178,Manual,Order - 1069,Sales order,Main
Order - 1071,CUST - 026,Customer 26,DE,External,40847.68,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-30 15:37:01.000,USER - 10897,Department 2178,Manual,Order - 1071,Sales order,Main
Order - 1072,CUST - 026,Customer 26,DE,External,33923.99,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-30 15:40:37.000,USER - 10897,Department 2178,Manual,Order - 1072,Sales order,Main
Order - 1450,CUST - 026,Customer 26,DE,External,32284.22,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-07-30 17:03:20.000,USER - 10897,Department 2178,Manual,Order - 1450,Sales order,Main
Order - 1016,CUST - 026,Customer 26,DE,External,37340.6,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-12 11:23:26.000,USER - 10897,Department 2178,Manual,Order - 1016,Sales order,Main
Order - 0908,CUST - 026,Customer 26,DE,External,40876.78,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-03-21 08:53:26.000,USER - 10897,Department 2178,Manual,Order - 0908,Sales order,Main
Order - 1342,CUST - 037,Customer 37,US,External,384.49,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 20:39:03.000,USER - 02130,Department 2222,Manual,Order - 1342,Sales order,Main
Order - 1343,CUST - 037,Customer 37,US,External,2404.3,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 20:46:53.000,USER - 02130,Department 2222,Manual,Order - 1343,Sales order,Main
Order - 1352,CUST - 037,Customer 37,US,External,280.14,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 21:54:53.000,USER - 02130,Department 2222,Manual,Order - 1352,Sales order,Main
Order - 1353,CUST - 037,Customer 37,US,External,2340.54,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 22:00:07.000,USER - 02130,Department 2222,Manual,Order - 1353,Sales order,Main
Order - 1354,CUST - 037,Customer 37,US,External,525.77,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 22:06:04.000,USER - 02130,Department 2222,Manual,Order - 1354,Sales order,Main
Order - 1154,CUST - 037,Customer 37,US,External,6346.33,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 23:10:18.000,USER - 02130,Department 2222,Manual,Order - 1154,Sales order,Main
Order - 1701,CUST - 037,Customer 37,US,External,2316.18,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 18:12:33.000,USER - 02130,Department 2222,Manual,Order - 1701,Sales order,Main
Order - 1702,CUST - 037,Customer 37,US,External,2126.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 18:19:09.000,USER - 02130,Department 2222,Manual,Order - 1702,Sales order,Main
Order - 1402,CUST - 037,Customer 37,US,External,1846.99,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-17 18:46:15.000,USER - 02130,Department 2222,Manual,Order - 1402,Sales order,Main
Order - 1403,CUST - 037,Customer 37,US,External,4374.41,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-17 18:53:26.000,USER - 02130,Department 2222,Manual,Order - 1403,Sales order,Main
Order - 1887,CUST - 037,Customer 37,US,External,4068.81,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-11-12 18:17:24.000,USER - 02130,Department 2222,Manual,Order - 1887,Sales order,Main
Order - 1888,CUST - 037,Customer 37,US,External,1172.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-11-12 18:24:14.000,USER - 02130,Department 2222,Manual,Order - 1888,Sales order,Main
Order - 1156,CUST - 037,Customer 37,US,External,7266.3,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 23:30:39.000,USER - 02130,Department 2222,Manual,Order - 1156,Sales order,Main
Order - 1157,CUST - 037,Customer 37,US,External,10165.67,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 23:37:13.000,USER - 02130,Department 2222,Manual,Order - 1157,Sales order,Main
Order - 1159,CUST - 037,Customer 37,US,External,1392.85,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-16 01:21:05.000,USER - 02130,Department 2222,Manual,Order - 1159,Sales order,Main
Order - 0566,CUST - 037,Customer 37,US,External,300.95,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-20 17:44:11.000,USER - 02130,Department 2222,Manual,Order - 0566,Sales order,Main
Order - 0567,CUST - 037,Customer 37,US,External,5139.05,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-20 17:51:33.000,USER - 02130,Department 2222,Manual,Order - 0567,Sales order,Main
Order - 0568,CUST - 037,Customer 37,US,External,582.67,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-20 17:59:57.000,USER - 02130,Department 2222,Manual,Order - 0568,Sales order,Main
Order - 0981,CUST - 034,Customer 34,US,External,370.9,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 23:48:15.000,USER - 02130,Department 2222,Manual,Order - 0981,Sales order,Main
Order - 1037,CUST - 034,Customer 34,US,External,271.95,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-16 19:51:33.000,USER - 02130,Department 2222,Manual,Order - 1037,Sales order,Main
Order - 1055,CUST - 034,Customer 34,US,External,658.6,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 20:35:00.000,USER - 02130,Department 2222,Manual,Order - 1055,Sales order,Main
Order - 1058,CUST - 034,Customer 34,US,External,308.25,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 22:13:16.000,USER - 02130,Department 2222,Manual,Order - 1058,Sales order,Main
Order - 1059,CUST - 034,Customer 34,US,External,308.25,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 22:20:26.000,USER - 02130,Department 2222,Manual,Order - 1059,Sales order,Main
Order - 0255,CUST - 002,Customer 2,SK,External,302374,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-09-29 14:49:04.000,USER - 04201,Department 1601,Manual,Order - 0255,Sales order,Main
Order - 0016,CUST - 002,Customer 2,SK,External,32473.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-25 12:32:27.000,USER - 04201,Department 1601,Manual,Order - 0016,Sales order,Main
Order - 0354,CUST - 037,Customer 37,US,External,1341.58,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-11-20 16:44:05.000,USER - 02130,Department 2222,Manual,Order - 0354,Sales order,Main
Order - 0355,CUST - 037,Customer 37,US,External,4598.56,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-11-20 16:53:57.000,USER - 02130,Department 2222,Manual,Order - 0355,Sales order,Main
Order - 0356,CUST - 037,Customer 37,US,External,819.69,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-11-20 17:04:29.000,USER - 02130,Department 2222,Manual,Order - 0356,Sales order,Main
Order - 1137,CUST - 034,Customer 34,US,External,1204.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 19:44:49.000,USER - 02130,Department 2222,Manual,Order - 1137,Sales order,Main
Order - 1138,CUST - 034,Customer 34,US,External,319.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 19:50:09.000,USER - 02130,Department 2222,Manual,Order - 1138,Sales order,Main
Order - 1149,CUST - 034,Customer 34,US,External,591.5,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 22:27:41.000,USER - 02130,Department 2222,Manual,Order - 1149,Sales order,Main
Order - 1151,CUST - 034,Customer 34,US,External,909.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-15 22:45:39.000,USER - 02130,Department 2222,Manual,Order - 1151,Sales order,Main
Order - 0775,CUST - 034,Customer 34,US,External,92.65,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-21 14:49:11.000,USER - 02130,Department 2222,Manual,Order - 0775,Sales order,Main
Order - 0781,CUST - 034,Customer 34,US,External,1204.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-21 16:22:45.000,USER - 02130,Department 2222,Manual,Order - 0781,Sales order,Main
Order - 0832,CUST - 034,Customer 34,US,External,518.9,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-06 18:00:12.000,USER - 02130,Department 2222,Manual,Order - 0832,Sales order,Main
Order - 0835,CUST - 034,Customer 34,US,External,1158.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-06 22:04:53.000,USER - 02130,Department 2222,Manual,Order - 0835,Sales order,Main
Order - 0836,CUST - 034,Customer 34,US,External,1158.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-06 22:16:07.000,USER - 02130,Department 2222,Manual,Order - 0836,Sales order,Main
Order - 0866,CUST - 034,Customer 34,US,External,765.85,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 19:05:18.000,USER - 02130,Department 2222,Manual,Order - 0866,Sales order,Main
Order - 0874,CUST - 034,Customer 34,US,External,2383.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 21:36:06.000,USER - 02130,Department 2222,Manual,Order - 0874,Sales order,Main
Order - 0876,CUST - 034,Customer 34,US,External,319.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 21:50:29.000,USER - 02130,Department 2222,Manual,Order - 0876,Sales order,Main
Order - 0877,CUST - 034,Customer 34,US,External,642.65,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 21:55:58.000,USER - 02130,Department 2222,Manual,Order - 0877,Sales order,Main
Order - 0878,CUST - 034,Customer 34,US,External,2088.6,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 22:06:18.000,USER - 02130,Department 2222,Manual,Order - 0878,Sales order,Main
Order - 0880,CUST - 034,Customer 34,US,External,319.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 22:23:42.000,USER - 02130,Department 2222,Manual,Order - 0880,Sales order,Main
Order - 0881,CUST - 034,Customer 34,US,External,1081,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 22:29:50.000,USER - 02130,Department 2222,Manual,Order - 0881,Sales order,Main
Order - 0882,CUST - 034,Customer 34,US,External,729,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-19 22:35:56.000,USER - 02130,Department 2222,Manual,Order - 0882,Sales order,Main
Order - 0893,CUST - 034,Customer 34,US,External,271.95,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-20 17:32:23.000,USER - 02130,Department 2222,Manual,Order - 0893,Sales order,Main
Order - 0894,CUST - 034,Customer 34,US,External,327.5,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-20 17:50:39.000,USER - 02130,Department 2222,Manual,Order - 0894,Sales order,Main
Order - 0895,CUST - 034,Customer 34,US,External,632.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-03-20 17:57:01.000,USER - 02130,Department 2222,Manual,Order - 0895,Sales order,Main
Order - 1818,CUST - 039,Customer 39,CZ,External,357.03,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-29 13:10:17.000,USER - 03676,Department 751,Manual,Order - 1818,Sales order,Main
Order - 0200,CUST - 011,Customer 11,DE,External,19388.13,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-07 11:15:40.000,USER - 03676,Department 751,Manual,Order - 0200,Sales order,Main
Order - 0201,CUST - 011,Customer 11,DE,External,18096.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-07 11:46:35.000,USER - 03676,Department 751,Manual,Order - 0201,Sales order,Main
Order - 0202,CUST - 011,Customer 11,DE,External,37992.72,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-07 11:51:58.000,USER - 03676,Department 751,Manual,Order - 0202,Sales order,Main
Order - 0673,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-01 15:05:06.000,USER - 03676,Department 751,Manual,Order - 0673,Sales order,Main
Order - 0674,CUST - 011,Customer 11,DE,External,33445.56,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-01 15:12:01.000,USER - 03676,Department 751,Manual,Order - 0674,Sales order,Main
